satisfaction_level,number_project,average_montly_hours,time_spend_company,left,promotion_last_5years,sales,salary
0.52,5,280,6,0,0,hr,high
0.48,6,253,4,0,0,technical,high
0.2,5,105,4,0,0,technical,high
0.93,3,159,3,0,0,technical,high
0.55,4,257,2,0,0,technical,high
0.73,3,202,4,0,0,technical,high
0.57,3,241,3,0,0,technical,high
0.63,3,267,3,0,0,technical,low
0.23,4,175,6,0,0,technical,low
0.93,3,257,2,0,0,technical,low
0.78,4,240,3,0,0,technical,low
0.75,5,181,3,0,0,technical,low
0.61,3,271,3,0,0,support,low
0.36,5,151,3,0,0,support,low
0.59,2,168,3,0,0,support,low
0.78,4,265,3,0,0,support,medium
0.93,5,204,2,0,0,support,medium
0.67,4,223,3,0,0,support,medium
0.52,4,136,2,0,0,support,medium
0.69,5,184,2,0,0,support,medium
0.25,5,186,4,0,0,support,medium
0.4,3,128,3,0,0,support,medium
0.98,5,211,3,0,0,support,medium
0.92,4,236,4,0,0,technical,medium
0.57,3,214,2,0,0,technical,medium
0.81,4,274,3,0,0,technical,medium
0.56,5,165,3,0,0,management,medium
0.86,5,235,4,0,0,IT,medium
0.74,4,189,2,0,0,IT,medium
0.57,3,112,5,0,0,IT,medium
0.9,3,163,3,0,0,IT,medium
0.8,3,162,2,0,0,IT,medium
0.22,4,149,5,0,0,product_mng,medium
0.73,4,238,2,0,0,product_mng,medium
0.48,3,160,3,0,0,product_mng,medium
0.52,3,263,3,0,0,product_mng,medium
0.53,4,271,3,0,0,IT,medium
0.97,4,221,3,0,0,RandD,medium
0.97,3,255,2,0,0,RandD,high
0.54,4,170,4,0,0,RandD,low
0.99,4,190,4,0,0,RandD,medium
0.79,4,216,4,0,0,RandD,medium
0.71,3,249,3,0,0,marketing,medium
0.82,3,174,3,0,0,sales,medium
0.6,4,265,4,0,0,accounting,medium
0.17,2,206,4,0,0,support,medium
0.73,4,222,3,0,0,technical,medium
0.69,5,152,3,0,0,management,medium
0.86,4,221,2,0,0,marketing,medium
0.67,5,239,2,0,0,marketing,medium
0.25,6,217,4,0,0,marketing,low
0.65,3,164,2,0,0,sales,low
0.81,3,142,3,0,0,sales,low
0.58,4,181,3,0,0,sales,low
0.14,4,207,5,0,0,sales,low
0.15,2,167,3,0,0,sales,low
0.98,3,243,2,0,0,sales,low
0.91,4,231,3,0,0,sales,high
0.86,4,250,3,0,0,sales,low
0.56,3,145,2,0,0,sales,high
0.58,4,190,6,0,0,sales,high
0.54,2,128,2,0,0,sales,low
0.59,5,254,3,0,0,sales,low
0.92,3,145,4,0,0,sales,high
0.82,4,246,3,0,0,sales,low
0.86,5,246,2,0,0,sales,medium
0.66,5,236,3,0,0,sales,high
0.85,3,234,3,0,0,sales,medium
0.8,3,247,2,0,0,sales,medium
0.99,3,154,3,0,0,sales,medium
0.25,3,228,5,0,0,accounting,medium
0.93,4,209,3,0,0,accounting,high
0.5,5,173,2,0,0,accounting,medium
0.68,4,206,2,0,0,hr,medium
0.62,3,151,2,0,0,hr,medium
0.99,4,196,4,0,0,hr,high
0.93,3,229,2,0,0,hr,medium
0.2,3,235,4,0,0,technical,high
0.58,4,200,3,0,0,technical,low
0.94,4,261,6,0,0,technical,medium
0.18,4,165,3,0,0,technical,medium
0.18,3,165,4,0,0,technical,medium
0.7,5,255,2,0,0,technical,medium
0.93,5,185,5,0,0,technical,low
0.5,4,229,3,0,0,technical,low
0.54,3,153,3,0,0,technical,low
0.74,4,238,2,0,0,technical,low
0.66,3,199,2,0,0,technical,low
0.61,3,185,2,0,0,support,low
0.74,3,196,6,0,0,support,low
0.48,4,201,4,0,0,support,low
0.65,3,189,2,0,0,support,low
0.94,2,250,5,0,0,support,low
0.91,4,254,2,0,0,support,high
0.87,3,212,3,0,0,support,low
0.23,5,196,5,0,0,support,low
0.4,4,146,3,0,0,support,low
0.68,3,250,3,0,0,support,low
0.95,3,266,2,0,0,support,high
0.63,4,133,2,0,0,technical,low
0.47,4,181,3,0,0,technical,low
0.2,6,282,6,0,0,technical,low
0.72,2,173,2,0,0,management,high
0.56,5,237,2,0,0,IT,low
0.7,3,202,2,0,0,IT,medium
0.59,3,162,2,0,0,IT,high
0.78,3,248,3,0,0,IT,medium
0.62,3,165,3,0,0,IT,high
0.71,2,216,2,0,0,product_mng,medium
0.72,4,143,6,0,0,product_mng,medium
0.76,3,254,3,0,0,product_mng,medium
0.83,3,186,3,0,0,product_mng,medium
0.92,4,245,4,0,0,IT,medium
0.67,3,157,3,0,0,RandD,medium
0.56,3,184,3,0,0,RandD,medium
0.91,4,210,3,0,0,RandD,medium
0.56,4,137,2,0,0,RandD,high
0.72,3,145,2,0,0,RandD,low
0.56,4,181,3,0,0,marketing,medium
0.92,3,174,3,0,0,sales,medium
0.74,5,183,3,0,0,accounting,medium
0.88,4,171,4,0,0,support,medium
0.69,2,190,2,0,0,technical,medium
0.87,4,142,3,0,0,management,medium
0.98,3,198,3,0,0,marketing,medium
0.9,3,185,3,0,0,marketing,medium
0.49,4,171,3,0,0,marketing,medium
0.78,4,264,3,0,0,sales,high
0.58,3,175,3,0,0,sales,low
0.91,5,210,2,0,0,sales,low
0.92,4,212,3,0,0,sales,low
0.36,4,97,2,0,0,sales,high
0.55,4,214,3,0,0,sales,low
0.95,4,244,3,0,0,sales,low
0.5,3,246,3,0,0,sales,low
0.42,3,115,6,0,0,sales,high
0.75,3,237,5,0,0,sales,low
0.88,4,146,4,0,0,sales,low
0.53,5,159,4,0,0,sales,low
0.84,4,246,3,0,0,sales,low
0.49,3,226,3,0,0,sales,low
0.71,3,261,3,0,0,sales,low
0.83,4,242,2,0,0,sales,low
0.88,4,177,3,0,0,sales,medium
0.87,4,144,3,0,0,sales,medium
0.43,2,221,5,0,0,sales,medium
0.8,5,265,3,0,0,accounting,medium
0.32,5,224,4,0,0,accounting,medium
0.77,3,167,4,0,0,accounting,medium
0.97,3,245,3,0,0,hr,medium
0.98,4,232,2,0,0,hr,medium
0.62,5,229,2,0,0,hr,medium
0.53,4,128,6,0,0,hr,medium
0.93,3,211,2,0,0,technical,medium
0.51,4,194,2,0,0,technical,medium
0.76,4,214,3,0,0,technical,high
0.69,3,216,4,0,0,technical,low
0.58,4,222,3,0,0,technical,medium
0.98,4,144,4,0,0,technical,medium
0.58,3,287,6,0,0,technical,medium
0.57,4,224,4,0,0,technical,medium
0.84,4,157,4,0,0,technical,low
0.15,5,216,6,0,0,technical,low
0.88,5,181,4,0,0,technical,low
0.69,3,133,3,0,0,support,low
0.56,5,154,2,0,0,support,low
0.49,3,265,3,0,0,support,low
0.4,4,113,3,0,0,support,low
0.67,3,280,4,0,0,support,low
0.79,3,213,3,0,0,support,low
0.47,5,255,5,0,0,support,low
0.82,3,243,4,0,0,support,low
0.82,3,206,2,0,0,support,low
0.63,5,149,3,0,0,support,low
0.91,2,273,3,0,0,support,low
0.89,4,226,2,0,0,technical,low
0.96,3,238,2,0,0,technical,low
0.83,2,226,3,0,0,technical,low
0.75,3,199,3,0,0,management,low
0.75,5,202,3,0,0,IT,low
0.41,2,152,4,0,0,IT,low
0.96,3,167,3,0,0,IT,low
0.58,4,130,3,0,0,IT,medium
0.74,3,229,3,0,0,IT,medium
0.78,4,261,3,0,0,product_mng,medium
0.5,3,182,2,0,0,product_mng,medium
1,4,198,3,0,0,product_mng,medium
0.85,3,244,3,0,0,product_mng,medium
0.82,4,275,3,0,0,IT,medium
0.19,5,245,5,0,0,RandD,medium
0.9,3,147,3,0,0,RandD,medium
0.59,4,275,3,0,0,RandD,medium
0.53,2,167,2,0,0,RandD,medium
0.57,5,149,5,0,0,RandD,medium
0.85,4,233,2,0,0,marketing,high
0.64,5,167,2,0,0,sales,low
0.57,3,159,3,0,0,accounting,medium
0.86,2,195,4,0,0,support,medium
0.6,5,229,2,0,0,technical,medium
0.17,4,199,5,0,0,management,medium
0.54,3,174,3,0,0,marketing,low
0.35,5,275,4,0,0,marketing,low
0.92,5,217,4,0,0,marketing,low
0.66,4,192,2,0,0,sales,low
0.83,4,195,3,0,0,sales,low
0.89,3,261,4,0,0,sales,low
0.94,4,199,3,0,0,sales,low
0.24,4,160,5,0,0,sales,low
0.69,3,177,4,0,0,sales,low
0.45,3,179,2,0,0,sales,low
0.78,4,161,3,0,0,sales,low
0.91,5,279,5,0,0,sales,low
0.63,4,246,6,0,0,sales,low
0.71,4,199,2,0,0,sales,low
0.73,3,161,3,0,0,sales,low
0.69,5,219,3,0,0,sales,low
0.52,5,162,3,0,0,sales,low
0.78,4,258,3,0,0,sales,low
0.94,3,269,3,0,0,sales,low
0.55,4,201,3,0,0,sales,low
0.43,2,278,3,0,0,sales,low
0.77,3,147,2,0,0,sales,medium
0.59,5,247,3,0,0,accounting,medium
0.65,4,191,4,0,0,accounting,medium
0.82,2,280,3,0,0,accounting,medium
0.31,2,191,3,0,0,hr,medium
0.84,4,264,2,0,0,hr,medium
0.15,3,236,5,0,0,hr,medium
0.64,4,271,2,0,0,hr,medium
0.48,5,129,5,0,0,technical,medium
0.82,4,249,5,0,0,technical,medium
0.99,3,188,3,0,0,technical,medium
0.8,3,147,3,0,0,technical,medium
0.94,3,273,3,0,0,technical,high
0.94,4,237,3,0,0,technical,low
0.77,3,273,2,0,0,technical,medium
0.48,3,190,3,0,0,technical,medium
0.62,3,226,3,0,0,technical,medium
0.61,4,216,3,0,0,technical,medium
0.27,6,205,5,0,0,technical,low
0.89,3,208,2,0,0,support,low
0.58,4,266,2,0,0,support,low
0.64,3,249,2,0,0,support,low
0.73,5,134,2,0,0,support,low
0.74,2,189,3,0,0,support,low
0.75,4,143,2,0,0,support,low
0.78,4,173,3,0,0,support,low
0.18,6,248,3,0,0,support,low
0.8,3,186,6,0,0,support,low
0.89,5,191,3,0,0,support,low
0.84,3,227,2,0,0,support,low
0.64,2,269,5,0,0,technical,low
0.53,3,254,3,0,0,technical,low
0.15,4,180,4,0,0,technical,low
0.66,3,144,3,0,0,management,low
0.49,5,137,3,0,0,IT,low
0.78,3,223,4,0,0,IT,low
0.39,5,286,5,0,0,IT,low
0.9,3,151,3,0,0,IT,low
0.96,5,244,2,0,0,IT,low
0.63,4,216,4,0,0,product_mng,medium
0.63,4,173,3,0,0,product_mng,medium
0.89,3,186,3,0,0,product_mng,medium
0.93,2,205,4,0,0,product_mng,medium
0.87,4,202,3,0,0,IT,medium
0.56,3,189,3,0,0,RandD,medium
0.97,4,181,5,0,0,RandD,medium
0.61,3,207,3,0,0,RandD,medium
0.73,4,240,4,0,0,RandD,medium
0.61,2,164,2,0,0,RandD,medium
0.99,4,212,2,0,0,marketing,medium
0.57,4,151,2,0,0,sales,medium
0.74,4,197,3,0,0,accounting,high
0.86,5,265,3,0,0,support,low
0.68,4,274,3,0,0,technical,medium
0.66,3,201,4,0,0,management,medium
0.86,3,250,2,0,0,marketing,medium
0.85,3,165,4,0,0,marketing,medium
0.98,5,186,3,0,0,marketing,low
0.14,5,273,4,0,0,sales,low
0.2,5,162,6,0,0,sales,low
0.9,3,141,3,0,0,sales,low
0.51,5,268,4,0,0,sales,low
0.63,3,176,2,0,0,sales,low
0.83,3,223,3,0,0,sales,low
0.67,4,218,2,0,0,sales,low
0.96,4,228,3,0,0,sales,low
0.69,3,204,3,0,0,sales,low
0.69,4,148,2,0,0,sales,low
0.64,3,221,2,0,0,sales,low
0.62,4,271,3,0,0,sales,low
0.55,3,191,3,0,0,sales,low
0.98,4,223,2,0,0,sales,low
0.83,5,250,2,0,0,sales,low
0.73,3,230,2,0,0,sales,low
0.58,3,226,2,0,0,sales,low
0.52,4,182,3,0,0,sales,medium
0.91,3,195,3,0,0,sales,medium
0.72,3,231,2,0,0,accounting,medium
0.7,3,224,3,0,0,accounting,medium
0.86,4,229,4,0,0,accounting,medium
0.82,2,158,3,0,0,hr,medium
0.83,4,242,3,0,0,hr,medium
0.99,3,183,3,0,0,hr,medium
0.88,5,213,4,0,0,hr,medium
0.68,4,263,2,0,0,technical,medium
0.9,3,237,2,0,0,technical,medium
0.59,6,126,3,0,0,technical,medium
0.76,6,168,2,0,0,technical,high
0.23,5,151,4,0,0,technical,low
0.8,4,239,3,0,0,technical,medium
0.62,4,174,3,0,0,technical,medium
0.28,5,277,6,0,0,technical,medium
0.81,3,133,3,0,0,technical,medium
0.64,4,150,3,0,0,technical,low
0.76,5,244,3,0,0,technical,low
0.79,3,232,2,0,0,support,low
0.72,3,267,2,0,0,support,low
0.22,5,162,2,0,0,support,low
0.18,5,228,5,0,0,support,low
0.91,2,180,3,0,0,support,low
0.69,2,252,3,0,0,support,low
0.91,5,212,3,0,0,support,low
0.67,4,224,3,0,0,support,low
0.98,2,240,3,0,0,support,low
0.69,4,183,4,0,0,support,low
0.96,5,160,5,0,0,support,low
0.69,4,225,3,0,0,technical,low
0.65,3,268,2,0,0,technical,low
0.7,3,221,3,0,0,technical,low
0.48,3,173,2,0,0,management,low
0.48,4,103,4,0,0,IT,low
0.16,4,196,3,0,0,IT,low
0.72,3,239,3,0,0,IT,low
0.91,3,171,2,0,0,IT,low
0.74,3,243,3,0,0,IT,medium
0.56,2,153,2,0,0,product_mng,medium
0.56,6,142,3,0,0,product_mng,medium
0.88,5,168,2,0,0,product_mng,medium
0.86,5,180,4,0,0,product_mng,medium
0.66,4,186,3,0,0,IT,medium
0.41,3,236,2,0,0,RandD,medium
0.68,5,267,3,0,0,RandD,medium
0.59,3,129,2,0,0,RandD,medium
0.52,3,181,3,0,0,RandD,medium
0.3,2,99,2,0,0,RandD,medium
0.44,5,170,3,0,0,marketing,medium
0.75,3,195,3,0,0,sales,high
0.23,4,149,6,0,0,accounting,low
0.34,6,132,2,0,0,support,medium
0.52,3,164,3,0,0,technical,medium
0.79,4,250,2,0,0,management,medium
0.5,3,204,2,0,0,marketing,medium
0.89,3,210,3,0,0,marketing,low
0.84,6,98,3,0,0,marketing,low
0.26,3,241,4,0,0,sales,low
0.57,5,203,4,0,0,sales,low
0.14,3,257,4,0,0,sales,low
0.94,5,201,2,0,0,sales,low
0.3,2,124,3,0,0,sales,low
0.29,6,175,3,0,0,sales,low
0.82,3,161,3,0,0,sales,low
0.62,4,183,4,0,0,sales,low
0.64,5,262,5,0,0,sales,low
0.17,4,184,4,0,0,sales,low
0.75,3,207,3,0,0,sales,low
0.49,4,185,3,0,0,sales,low
0.84,4,180,2,0,0,sales,low
0.48,4,224,2,0,0,sales,low
0.54,3,184,3,0,0,sales,low
0.76,5,252,3,0,0,sales,low
0.77,4,196,3,0,0,sales,low
0.95,4,203,2,0,0,sales,low
0.72,4,181,3,0,0,sales,low
0.74,4,148,3,0,0,accounting,medium
0.9,4,211,3,0,0,accounting,medium
0.67,3,246,3,0,0,accounting,medium
0.97,4,258,3,0,0,hr,medium
0.55,3,231,4,0,0,hr,medium
0.32,2,184,5,0,0,hr,medium
0.4,3,146,2,0,0,hr,medium
0.66,2,136,2,0,0,technical,low
0.7,4,266,2,0,0,technical,low
0.69,2,220,3,0,0,technical,low
0.72,2,248,2,0,0,technical,low
0.21,3,183,3,0,0,technical,low
0.91,3,169,3,0,0,technical,low
0.72,3,132,2,0,0,technical,low
0.96,3,197,3,0,0,technical,low
1,4,152,3,0,0,technical,low
0.63,3,126,6,0,0,technical,low
0.24,6,106,5,0,0,technical,low
0.44,4,128,2,0,0,support,low
0.92,3,191,3,0,0,support,low
0.51,4,189,3,0,0,support,low
0.77,5,141,3,0,0,support,low
0.8,4,220,3,0,0,support,low
0.84,5,118,3,0,0,support,low
0.91,5,223,3,0,0,support,low
0.64,3,263,3,0,0,support,low
0.15,5,209,4,0,0,support,medium
0.74,4,193,3,0,0,support,medium
0.94,4,211,3,0,0,support,medium
0.57,3,192,3,0,0,technical,medium
0.92,5,156,3,0,0,technical,medium
0.76,5,278,2,0,0,technical,medium
0.73,3,199,3,0,0,management,medium
0.24,2,194,6,0,0,IT,medium
0.42,2,125,4,0,0,IT,medium
0.92,4,96,4,0,0,IT,medium
0.92,3,234,2,0,0,IT,medium
0.68,6,181,3,0,0,IT,medium
0.49,4,246,2,0,0,product_mng,medium
0.57,3,171,3,0,0,product_mng,medium
0.3,3,198,2,0,0,product_mng,medium
0.17,5,280,4,0,0,product_mng,medium
0.91,3,267,3,0,0,IT,medium
0.83,3,251,2,0,0,RandD,medium
0.87,5,182,3,0,0,RandD,medium
0.71,4,157,3,0,0,RandD,medium
0.88,3,206,2,0,0,RandD,medium
0.63,3,237,3,0,0,RandD,medium
0.99,2,166,3,0,0,marketing,medium
0.99,4,229,2,0,0,sales,medium
0.77,5,256,3,0,0,accounting,medium
0.64,5,114,6,0,0,support,medium
0.61,5,243,2,0,0,technical,medium
0.37,3,199,5,0,0,management,medium
0.19,4,188,4,0,0,marketing,medium
0.96,4,187,2,0,0,marketing,medium
0.8,4,216,2,0,0,marketing,medium
0.14,6,215,5,0,0,sales,low
0.15,6,213,6,0,0,sales,low
0.52,4,198,4,0,0,sales,low
0.27,5,121,3,0,0,sales,low
0.97,3,212,3,0,0,sales,low
0.52,2,271,3,0,0,sales,low
0.98,3,186,2,0,0,sales,low
0.96,4,265,2,0,0,sales,low
0.28,3,151,3,0,0,sales,low
0.65,5,206,3,0,0,sales,low
0.59,4,153,3,0,0,sales,low
0.64,4,267,2,0,0,sales,low
0.71,3,161,3,0,0,sales,low
0.83,2,149,3,0,0,sales,low
0.95,2,269,4,0,0,sales,low
0.73,3,248,3,0,0,sales,low
0.81,4,243,2,0,0,sales,low
0.71,2,207,4,0,0,sales,low
0.8,6,111,6,0,0,sales,low
0.85,3,226,2,0,0,accounting,low
0.41,2,151,3,0,0,accounting,low
0.51,4,224,2,0,0,accounting,medium
0.49,4,146,4,0,0,hr,medium
0.76,4,163,2,0,0,hr,medium
0.57,4,255,3,0,0,hr,medium
0.54,6,196,2,0,0,hr,medium
0.68,3,227,2,0,0,technical,medium
0.7,3,251,2,0,0,technical,medium
0.77,4,209,3,0,0,technical,medium
0.95,3,254,4,0,0,technical,medium
0.5,3,249,2,0,0,technical,low
0.99,4,131,3,0,0,technical,low
0.94,5,142,2,0,0,technical,low
0.83,3,239,3,0,0,technical,low
0.64,3,225,3,0,0,technical,low
0.16,6,170,3,0,0,technical,low
0.83,3,254,2,0,0,technical,low
0.93,4,156,2,0,0,support,low
0.32,3,151,3,0,0,support,low
0.12,3,200,3,0,0,support,low
0.5,3,184,3,0,0,support,low
0.57,3,257,2,0,0,support,low
0.25,5,194,5,0,0,support,low
0.98,3,139,2,0,0,support,low
0.81,3,273,2,0,0,support,low
0.94,5,261,3,0,0,support,low
0.83,3,135,3,0,0,support,low
0.77,4,207,5,0,0,support,low
0.57,4,265,3,0,0,technical,low
0.18,5,208,6,0,0,technical,medium
0.67,4,159,2,0,0,technical,medium
0.35,4,151,6,0,0,management,medium
0.78,3,97,4,0,0,IT,medium
0.72,4,154,3,0,0,IT,medium
0.9,3,264,3,0,0,IT,medium
0.58,3,135,2,0,0,IT,medium
0.64,3,238,2,0,0,IT,medium
0.91,4,166,3,0,0,product_mng,medium
0.59,3,156,3,0,0,product_mng,medium
0.76,3,202,3,0,0,product_mng,medium
0.76,3,204,2,0,0,product_mng,medium
0.51,3,135,3,0,0,IT,medium
0.54,4,252,3,0,0,RandD,medium
0.67,5,254,3,0,0,RandD,medium
0.68,5,165,3,0,0,RandD,medium
0.97,3,200,2,0,0,RandD,medium
0.5,3,155,3,0,0,RandD,medium
0.81,3,162,3,0,0,marketing,medium
0.77,4,159,3,0,0,sales,medium
0.59,4,266,3,0,0,accounting,medium
1,4,155,3,0,0,support,medium
0.74,5,170,4,0,0,technical,medium
0.91,4,172,4,0,0,management,high
0.77,3,187,3,0,0,marketing,low
0.79,4,185,2,0,0,marketing,medium
0.82,5,232,3,0,0,marketing,medium
0.89,5,260,3,0,0,sales,low
0.83,4,218,3,0,0,sales,low
0.72,4,217,3,0,0,sales,low
0.7,3,212,3,0,0,sales,low
1,3,189,3,0,0,sales,low
0.57,4,158,2,0,0,sales,low
0.55,5,168,2,0,0,sales,low
0.47,4,134,3,0,0,sales,low
0.95,4,213,3,0,0,sales,low
0.29,5,149,3,0,0,sales,low
0.71,3,201,2,0,0,sales,low
0.89,4,146,3,0,0,sales,low
0.81,4,212,2,0,0,sales,low
0.72,4,140,2,0,0,sales,low
1,4,156,3,0,0,sales,low
0.79,4,163,3,0,0,sales,high
0.69,3,154,2,0,0,sales,low
0.97,4,218,3,0,0,sales,high
0.61,3,157,2,0,0,sales,high
0.71,3,222,3,0,0,accounting,low
0.96,4,152,3,0,0,accounting,low
0.77,5,263,2,0,0,accounting,high
0.57,3,231,3,0,0,hr,low
0.92,4,258,2,0,0,hr,medium
0.99,5,213,2,0,0,hr,high
0.86,3,159,3,0,0,hr,medium
0.78,4,156,3,0,0,technical,low
0.85,3,235,3,0,0,technical,low
0.38,4,190,2,0,0,technical,low
0.63,4,238,2,0,0,technical,low
0.66,4,137,3,0,0,technical,low
0.19,5,171,3,0,0,technical,low
0.63,4,249,2,0,0,technical,low
0.32,6,205,3,0,0,technical,low
0.73,3,149,3,0,0,technical,low
0.75,4,139,3,0,0,technical,low
0.7,4,168,3,0,0,technical,low
0.77,4,181,2,0,0,support,low
0.83,4,150,3,0,0,support,low
0.75,4,246,3,0,0,support,low
0.97,3,271,3,0,0,support,medium
0.75,5,204,3,0,0,support,low
0.66,3,170,4,0,0,support,low
0.56,3,208,3,0,0,support,low
0.77,2,226,3,0,0,support,low
0.82,3,149,3,0,0,support,low
0.85,2,264,2,0,0,support,low
0.49,5,177,2,0,0,support,low
0.24,4,262,3,0,0,technical,low
0.32,3,211,3,0,0,technical,low
0.77,4,141,3,0,0,technical,low
0.77,5,197,4,0,0,management,high
0.93,3,154,3,0,0,IT,low
0.22,5,178,5,0,0,IT,low
0.24,5,169,4,0,0,IT,low
0.99,3,228,4,0,0,IT,low
0.61,3,231,3,0,0,IT,high
0.6,4,185,3,0,0,product_mng,low
0.79,3,195,2,0,0,product_mng,low
0.94,3,147,3,0,0,product_mng,low
0.18,5,192,3,0,0,product_mng,high
0.51,5,241,3,0,0,IT,low
0.55,3,151,3,0,0,RandD,medium
0.73,3,221,3,0,0,RandD,high
0.41,5,263,3,0,0,RandD,medium
0.88,3,178,3,0,0,RandD,high
0.23,5,169,5,0,0,RandD,medium
0.78,3,271,4,0,0,marketing,medium
0.34,3,155,3,0,0,marketing,medium
0.51,2,164,4,0,0,sales,medium
0.8,3,226,2,0,0,accounting,medium
0.66,4,220,2,0,0,support,medium
0.62,5,153,6,0,0,technical,medium
0.5,2,252,4,0,0,management,medium
0.96,3,182,3,0,0,marketing,high
0.5,3,150,2,0,0,marketing,low
0.73,6,273,4,0,0,marketing,medium
0.47,6,215,5,0,0,sales,medium
0.49,3,172,2,0,0,sales,medium
0.92,3,264,2,0,0,sales,medium
0.24,5,158,2,0,0,sales,medium
0.61,4,142,4,0,0,sales,medium
0.83,4,137,3,0,0,sales,medium
0.88,4,275,3,0,0,sales,medium
0.61,3,245,3,0,0,sales,medium
0.68,4,165,4,0,0,sales,high
0.51,4,142,4,0,0,sales,low
0.88,4,215,2,0,0,sales,low
0.94,5,240,3,0,0,sales,low
0.58,4,255,3,0,0,sales,high
0.63,4,265,3,0,0,sales,low
0.81,4,285,4,0,0,sales,low
0.61,3,238,2,0,0,sales,low
0.65,3,137,3,0,0,sales,high
0.67,3,270,5,0,0,sales,low
0.64,4,145,3,0,0,sales,low
0.25,6,182,3,0,0,accounting,low
0.13,3,264,6,0,0,accounting,low
0.14,3,212,6,0,0,accounting,low
0.74,5,198,3,0,0,hr,low
0.8,5,200,3,0,0,hr,low
0.5,3,263,4,0,0,hr,medium
0.69,4,249,4,0,0,hr,medium
0.91,4,212,3,0,0,technical,low
0.8,3,159,3,0,0,technical,low
0.93,3,181,3,0,0,technical,low
0.57,3,100,4,0,0,technical,low
0.51,2,218,2,0,0,technical,low
0.98,4,178,3,0,0,technical,low
0.85,4,219,3,0,0,technical,low
0.73,5,239,3,0,0,technical,low
0.97,3,255,2,0,0,technical,low
0.52,4,163,2,0,0,technical,low
0.31,3,173,2,0,0,technical,low
0.49,3,147,3,0,0,support,low
0.81,4,166,4,0,0,support,low
0.52,5,209,2,0,0,support,low
0.69,5,271,3,0,0,support,low
0.7,3,253,4,0,0,support,low
0.65,4,233,2,0,0,support,low
0.54,2,194,2,0,0,support,low
0.57,2,237,2,0,0,support,low
0.78,4,238,2,0,0,support,low
0.99,4,212,3,0,0,support,low
0.57,5,189,3,0,0,support,low
0.33,3,115,3,0,0,technical,low
0.97,4,159,3,0,0,technical,low
0.95,5,133,3,0,0,technical,low
0.69,5,225,3,0,0,management,low
0.97,2,112,5,0,0,IT,low
0.4,3,111,4,0,0,IT,low
0.67,4,178,6,0,0,IT,low
0.96,5,178,3,0,0,IT,low
0.49,2,181,4,0,0,IT,low
0.56,3,139,2,0,0,product_mng,low
0.99,2,177,4,0,0,product_mng,low
0.49,4,270,3,0,0,product_mng,low
0.53,4,135,3,0,0,product_mng,low
0.75,4,166,4,0,0,IT,low
0.51,3,230,4,0,0,marketing,low
0.65,3,163,3,0,0,marketing,medium
0.45,2,236,3,0,0,marketing,medium
0.98,3,264,4,0,0,marketing,medium
0.9,3,185,2,0,0,marketing,medium
0.37,4,253,2,0,0,marketing,medium
0.52,4,253,3,0,0,marketing,medium
0.96,3,135,3,0,0,sales,medium
0.99,2,182,4,0,0,accounting,medium
0.66,5,202,3,0,0,support,medium
0.84,5,186,2,0,0,technical,medium
0.16,5,163,3,0,0,management,medium
0.75,3,242,3,0,0,marketing,medium
0.52,3,160,2,0,0,marketing,high
0.86,3,173,3,0,0,marketing,low
0.75,3,154,2,0,0,sales,medium
0.73,3,160,3,0,0,sales,medium
0.98,3,139,2,0,0,sales,medium
0.8,3,251,3,0,0,sales,medium
0.18,4,176,4,0,0,sales,low
0.37,2,163,3,0,0,sales,low
0.97,3,257,4,0,0,sales,low
0.56,4,159,3,0,0,sales,low
0.32,2,183,3,0,0,sales,low
0.63,4,260,2,0,0,sales,low
0.36,6,151,3,0,0,sales,low
0.75,4,246,3,0,0,sales,low
0.42,3,160,4,0,0,sales,low
0.96,3,155,2,0,0,sales,low
0.62,5,250,6,0,0,sales,low
0.78,2,174,3,0,0,sales,low
0.93,3,262,2,0,0,sales,low
0.93,4,257,2,0,0,sales,low
0.45,4,140,2,0,0,sales,low
0.44,3,123,3,0,0,accounting,medium
0.57,3,264,2,0,0,accounting,medium
0.77,2,254,5,0,0,accounting,medium
0.6,4,205,4,0,0,hr,medium
0.25,6,199,4,0,0,hr,medium
0.59,3,171,3,0,0,hr,medium
0.29,5,98,5,0,0,hr,medium
0.5,3,166,4,0,0,technical,low
0.91,4,264,4,0,0,technical,low
0.78,3,176,2,0,0,technical,low
0.73,2,166,3,0,0,technical,low
0.51,4,169,3,0,0,technical,low
0.65,4,257,3,0,0,technical,low
0.25,3,265,4,0,0,technical,low
0.5,5,167,2,0,0,technical,low
0.53,4,134,2,0,0,technical,low
0.57,2,176,3,0,0,technical,low
0.77,5,274,3,0,0,technical,low
0.94,3,201,3,0,0,support,low
0.5,3,121,4,0,0,support,low
0.47,3,97,4,0,0,support,low
0.92,4,217,4,0,0,support,low
0.9,3,220,3,0,0,support,low
0.54,2,98,4,0,0,support,low
0.58,5,265,3,0,0,support,low
0.95,3,201,3,0,0,support,low
0.52,3,151,3,0,0,support,low
0.83,4,199,3,0,0,support,low
0.54,4,175,3,0,0,support,low
0.8,5,253,3,0,0,technical,low
0.52,3,183,2,0,0,technical,low
0.83,5,223,3,0,0,technical,low
0.74,5,168,4,0,0,management,low
0.87,5,244,2,0,0,IT,low
0.45,2,268,4,0,0,IT,low
0.72,4,218,4,0,0,IT,low
0.27,2,277,6,0,0,IT,low
